Density;OUT;PV
440;39,67550278;7024,301758
440;39,88098526;6982,840332
440;40,3745575;6964,202637
440;40,55715942;6952,381836
440;40,95020294;6962,617676
440;41,22195435;6861,297852
440;40,8702774;6954,734375
440;40,69482803;7015,90918
440;40,46345139;7061,058105
440;40,53534317;7077,601563
440;40,60490036;7029,818359
440;40,75227356;6999,892578
440;40,73351288;6943,45166
440;40,76942444;6976,013184
440;40,40067291;7049,512695
440;40,58366013;6997,53125
440;40,1611824;7072,614746
440;40,24568558;6902,762695
440;39,77176285;7026,404297
440;39,70437241;7026,15625
440;40,04230881;6925,083496
440;39,85455704;7008,554199
440;40,29012299;6924,810059
440;59,50120926;8907,311523
440;59,50827789;9034,621094
440;59,39620972;9064,819336
528;59,39570999;9016,53125
528;59,02695847;9058,261719
528;59,31471634;9011,259766
528;59,50646973;8969,529297
528;59,6098671;8963,230469
528;59,38313675;9047,49707
528;59,74494553;8952,206055
528;59,51957321;9008,109375
528;59,82484055;8971,890625
528;59,73179626;8938,552734
528;59,3275032;8979,5
528;58,64500046;9011,003906
528;58,42802048;8994,993164
528;58,11087036;9036,195313
528;58,31495667;9015,464844
528;58,21958923;8998,412109
528;58,37198639;8977,392578
528;58,40470505;9011,787109
528;58,27307892;8953,777344
528;57,8881073;8993,149414
528;55,45671082;6976,79541
528;56,50477982;6966,823242
528;57,26531219;6948,973633
384;56,86551666;7039,789551
384;57,05453491;6998,836426
384;56,67126465;7009,615723
384;56,6651268;7042,689453
384;56,98343277;6940,572266
384;56,42062378;7063,679688
384;56,89293289;6971,009766
384;56,79337692;6998,049805
384;56,58337402;7012,754883
384;56,69844818;6998,05957
384;56,72318268;7002,783203
384;57,09030533;6950,54834
384;56,7196846;7001,746582
384;56,37331009;6984,145508
384;56,31350708;7020,892578
384;56,50239944;6999,898438
384;56,63751984;7008,553711
384;56,57162857;7011,703125
384;56,62073898;6968,129395
384;56,59090805;7018,26709
384;56,96619797;6974,696289
384;56,44090271;7062,891602
384;56,54068375;6996,744141
384;56,64701843;6982,571289
384;57,05488586;6971,547852
384;57,09896851;7023,519043
384;46,31852722;5936,712891
384;47,11280441;6053,532227
344;46,80912018;6020,203125
344;47,10598373;6020,462891
344;46,99279785;5996,832031
344;46,74213028;6025,186035
344;46,96826172;5971,107422
344;46,78862762;6024,663086
344;46,77909851;5961,400391
344;47,08643723;5971,630859
344;46,90840912;5986,600586
344;46,33867645;6017,053711
344;46,70998764;6019,944336
344;46,37305069;6005,766602
344;46,98126602;5981,074707
344;47,76317215;5959,556641
344;48,22164154;5964,290039
344;47,91733932;5979,5
344;47,08428192;5978,986328
344;47,33688736;6077,162109
344;57,36352158;7372,675781
344;57,73449707;7489,473633
344;58,62076569;7520,978516
376;58,62158203;7451,94043
376;58,25862122;7457,968262
376;58,92623901;7465,852539
376;58,88463593;7477,144531
376;59,15663528;7522,293945
376;59,33802414;7511,530273
376;59,28117752;7502,878906
376;59,34925461;7470,307617
376;59,45553589;7509,167969
376;59,37054443;7534,891602
376;59,40068436;7511,789063
376;59,25672531;7464,537109
376;58,86019516;7477,144531
376;59,3914299;7446,686523
376;58,91623306;7558,263672
376;59,27674866;7454,830078
376;59,19393921;7516,253906
376;58,87514114;7550,648926
376;59,16898346;7477,663574
376;59,299366;7437,498047
376;59,45949173;7516,782715
376;59,18510818;7495,782715
376;58,93973923;7511,809082
376;58,93286133;7516,523438
376;59,01658249;7485,02832
376;59,03348541;7511,280273
376;59,26294327;7531,752441
376;59,01051331;7493,939453
376;58,62636185;7490,260742
376;58,59026718;7497,617188
376;35,22629547;4954,142578
376;47,12698746;6581,454102
376;47,24597168;6546,276367
344;47,63648987;6491,136719
344;47,45747757;6553,357422
344;47,3380661;6561,236328
344;47,32346725;6556,771973
344;47,48550034;6519,760742
344;47,78586578;6435,233398
344;47,35181808;6596,683594
344;47,55347061;6533,15625
344;47,63024139;6544,702148
344;48,05516434;6465,940918
344;47,96045303;6491,665039
344;47,93825912;6560,97168
344;47,96134949;6576,460938
344;48,40447617;6425,785156
344;48,3604126;6443,894531
344;49,11232758;6496,395508
344;42,46832275;7023,788086
344;43,3603096;6968,397461
344;42,76553345;7023,264648
376;42,75318527;7022,472168
376;42,88180161;7008,823242
376;43,00330353;7012,231934
376;43,09057617;7018,794922
376;43,52668381;6944,239746
376;43,42588043;7051,610352
376;42,78570938;7014,598145
376;43,47154236;6902,250488
376;42,85142136;6981,524414
376;42,78254318;6994,112305
376;43,03766251;6967,86084
376;43,15167236;6948,699707
376;42,78124619;6993,863281
376;43,1493454;6984,937988
376;43,21757889;6946,860352
376;42,45617294;6929,797363
376;42,73226547;7019,84082
376;42,13270187;6998,049316
376;42,47533798;7019,586914
376;42,54060745;6994,910156
376;41,74977875;7076,825195
376;42,37609482;7038,489258
376;42,45315552;6975,215332
376;42,67709351;6989,393555
376;42,66814423;6977,05957
376;42,03843689;7137,193848
376;42,62244415;6977,841797
