qm_spec_id;Line 1;Line 2;Line 3;Density_Target;Dry_Feed_Rate_PID.OUT;Dry_Feed_Rate_PID.SP
404;1;0;0;528;54;8500
443;1;0;0;528;54;9000
440;1;0;0;528;54;8500
515;1;0;0;528;54;8500
515;1;0;0;528;54;8500
59;1;0;0;528;54;8500
464;1;0;0;400;55;8000
276;0;0;1;376;55;7500
276;1;0;0;376;55;7500
248;0;0;1;528;55;8500
462;1;0;0;416;55;8800
462;1;0;0;416;55;8800
301;0;0;1;344;55;7700
249;0;0;1;456;55;8000
539;1;0;0;456;55;10000
406;1;0;0;456;55;10000
566;1;0;0;456;55;10000
586;1;0;0;456;55;10000
126;0;0;1;456;55;9000
126;0;0;1;456;55;9000
127;0;0;1;456;55;9000
127;0;0;1;456;55;9000
128;0;0;1;456;55;9000
128;0;0;1;456;55;9000
44;0;0;1;528;55;9000
44;0;0;1;528;55;9000
157;0;0;1;528;55;9000
158;0;0;1;528;55;9000
104;0;0;1;432;55;9000
105;1;0;0;456;55;10000
105;1;0;0;456;55;10000
59;0;0;1;528;55;8500
61;1;0;0;416;55;8800
81;1;0;0;456;55;10000
81;1;0;0;456;55;10000
91;0;0;1;456;55;10000
91;1;0;0;456;55;10000
301;0;0;1;344;55;7700
301;0;0;1;344;55;7700
460;0;0;1;344;55;7700
460;0;0;1;344;55;7700
494;0;0;1;344;55;7700
25;1;0;0;416;55;10000
177;1;0;0;416;55;10000
177;1;0;0;416;55;10000
35;0;0;1;432;55;9000
156;0;0;1;432;55;9000
38;0;0;1;432;55;9000
129;0;0;1;384;55;9000
46;1;0;0;440;55;10000
46;1;0;0;440;55;10000
222;1;0;0;440;55;10000
51;0;0;1;528;55;9300
104;0;0;1;432;55;9000
61;1;0;0;416;55;8800
61;1;0;0;416;55;8800
62;1;0;0;416;55;10000
62;1;0;0;416;55;10000
77;1;0;0;456;55;10000
86;0;0;1;432;55;8000
263;1;0;0;384;56;8800
263;1;0;0;384;56;8800
261;0;0;1;528;56;9000
484;1;0;0;384;56;8800
507;1;0;0;384;56;8800
507;1;0;0;384;56;8800
571;0;0;1;528;56;9000
588;1;0;0;384;56;8800
57;1;0;0;384;56;8800
420;0;0;1;528;57;9300
420;0;0;1;528;57;9300
417;1;0;0;440;57;8800
342;0;0;1;528;57;9000
265;0;0;1;384;57;7700
355;1;0;0;440;57;7000
359;1;0;0;440;57;7000
359;1;0;0;440;57;7000
522;0;0;1;528;57;9300
522;0;0;1;528;57;9300
544;1;0;0;440;57;7000
544;1;0;0;440;57;7000
482;0;0;1;384;57;7700
499;1;0;0;440;57;8800
499;1;0;0;440;57;8800
500;1;0;0;440;57;8800
506;0;0;1;344;57;7700
46;1;0;0;440;57;8800
51;0;0;1;528;57;9300
112;1;0;0;456;57;9000
130;0;0;1;376;57;7800
392;0;1;0;456;57;9000
465;1;0;0;456;57;9000
458;0;0;1;384;57;8000
458;0;0;1;384;57;7700
493;0;1;0;456;57;9000
493;1;0;0;456;57;9000
493;1;0;0;456;57;9000
582;1;0;0;456;57;7000
584;0;0;1;528;57;9300
67;1;0;0;456;57;9000
226;1;0;0;528;57;9000
316;0;0;1;456;58;10500
316;0;0;1;456;58;10500
34;0;0;1;456;58;10500
41;0;0;1;344;58;7700
56;0;0;1;456;58;11000
90;1;0;0;456;58;9000
467;1;0;0;456;58;9000
440;0;0;1;528;58;8500
286;0;0;1;376;58;7800
286;0;0;1;376;58;7800
286;0;0;1;376;58;7800
401;1;0;0;384;58;9000
560;1;0;0;456;58;9000
560;1;0;0;456;58;9000
52;1;0;0;384;58;9000
59;0;0;1;528;58;8500
451;0;0;1;456;59;9000
451;0;0;1;456;59;9000
28;0;0;1;456;59;9000
419;0;0;1;384;60;8800
450;0;0;1;432;60;9000
396;1;0;0;456;60;10000
315;0;0;1;456;60;9000
315;0;0;1;456;60;9000
263;0;0;1;384;60;8800
462;0;0;1;416;60;8800
462;0;0;1;416;60;8800
290;1;0;0;456;60;9500
484;0;0;1;384;60;8800
496;0;0;1;432;60;9000
496;0;0;1;432;60;9000
507;0;0;1;384;60;8800
514;0;0;1;384;60;8800
510;0;0;1;384;60;8800
510;0;0;1;384;60;8800
17;0;0;1;528;60;9300
17;0;0;1;528;60;9300
18;0;0;1;528;60;9300
18;0;0;1;528;60;9300
18;0;0;1;528;60;9300
22;0;0;1;456;60;9000
40;0;0;1;384;60;8800
40;0;0;1;384;60;8800
152;0;0;1;384;60;8800
104;0;0;1;432;60;9000
61;0;0;1;416;60;8800
61;0;0;1;416;60;8800
64;0;0;1;432;60;9000
64;0;0;1;432;60;9000
91;1;0;0;456;60;11000
91;0;0;1;456;60;11000
91;1;0;0;456;60;11000
245;1;0;0;456;60;11000
245;1;0;0;456;60;11000
465;0;0;1;456;60;9000
563;1;0;0;528;60;9300
57;0;0;1;384;60;8800
57;0;0;1;384;60;8800
74;1;0;0;456;60;11000
74;1;0;0;456;60;11000
461;1;0;0;400;61;9500
35;0;0;1;432;61;9000
418;0;0;1;432;61;9000
519;0;0;1;432;61;9000
453;1;0;0;456;62;10000
396;0;1;0;456;62;10000
483;1;0;0;456;62;10000
483;1;0;0;456;62;10000
492;1;0;0;456;62;10000
492;1;0;0;456;62;10000
227;1;0;0;456;62;10000
81;1;0;0;456;62;10000
88;1;0;0;400;63;9500
281;1;0;0;416;63;10000
508;1;0;0;416;63;10000
530;1;0;0;416;63;10000
497;1;0;0;416;63;10000
25;1;0;0;416;64;10000
380;1;0;0;416;64;10000
319;1;0;0;456;64;10000
361;1;0;0;456;64;10000
564;0;0;1;440;64;10000
564;1;0;0;440;64;10000
414;1;0;0;456;64;10000
491;1;0;0;456;64;10500
512;1;0;0;416;64;10000
573;1;0;0;416;64;10000
590;1;0;0;456;64;10000
300;0;0;1;384;65;9000
264;0;0;1;376;65;8600
441;1;0;0;456;66;11000
441;1;0;0;456;66;11000
319;0;0;1;456;66;10000
485;1;0;0;456;66;11000
485;1;0;0;456;66;11000
511;1;0;0;456;66;11000
11;0;0;1;456;66;10000
11;0;0;1;456;66;10000
12;0;0;1;456;66;10000
12;0;0;1;456;66;10000
13;0;0;1;456;66;10000
13;0;0;1;456;66;10000
74;1;0;0;456;66;11000
452;0;0;1;456;66;10500
491;0;0;1;456;66;10500
69;0;0;1;456;66;10500
42;0;0;1;440;70;10000
120;0;0;1;440;70;10000
120;0;0;1;440;70;10000
120;0;0;1;440;70;9000
120;0;0;1;440;70;9000
120;0;0;1;440;70;9000
56;0;0;1;456;70;11000
91;0;0;1;456;70;11000
449;0;0;1;456;70;11000
441;0;0;1;456;70;11000
441;0;0;1;456;70;11000
485;0;0;1;456;70;11000
74;0;0;1;456;70;11000
74;0;0;1;456;70;11000
74;0;0;1;456;70;11000
